	id	sentence	linearization
52	Hin_Geo_ncert_10stnd_1ch_0111	ina samasyAoM se bacAva ke lie viBinna swaroM para saMsAXanoM kA saMrakRaNa AvaSyaka hE.	(hE_1:TAM(0_hE_1):rh(samasyA_1:attr_gen(f):attr_num(pl):attr_per(a):nmod__adj(yaha)):rt(bacAva_1:attr_gen(m):attr_num(sg):attr_per(a)):k7p(swara_1:attr_gen(m):attr_num(pl):attr_per(a):mod(viBinna_1)):k1(saMrakRaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(saMsAXana_1:attr_gen(m):attr_num(pl):attr_per(a))):mod(AvaSyaka_1):CLAUSE_TYPE(affirmative))
53	Hin_Geo_ncert_10stnd_1ch_0112	BUwakAla se hI saMsAXanoM kA saMrakRaNa bahuwa se newAoM Ora ciMwakoM ke lie ciMwA kA viRaya rahA hE.	(raha_1:TAM(0_rahA_hE_1):attr_gen(f):attr_num(sg):attr_per(a):k5(BUwakAla_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(hI_1)):k1(saMrakRaNa_1:attr_gen(m):attr_num(pl):attr_per(a):r6(saMsAXana_1)):k7(Ora_1:ccof(newA_1:nmod__adj(bahuwa_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(se_1):lwg__rp(se_1))):ccof(ciMwaka_1:attr_gen(m):attr_num(pl):attr_per(a))):k1(viRaya_1:attr_gen(m):attr_num(pl):attr_per(a):r6(ciMwA_1)):CLAUSE_TYPE(affirmative))
54	Hin_Geo_ncert_10stnd_1ch_0118	awaH BUmi eka bahuwa mahawwvapUrNa prAkqwika saMsAXana hE.	(awaH_1:ccof(hE_1-0_hE_1-0_hE_1:k1(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a)):k1s(saMsAXana_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(mahawwvapUrNa_1:jjmod__intf(bahuwa_1):mod(prAkqwika_1:attr_ne(org))))):CLAUSE_TYPE(affirmative))
55	Hin_Geo_ncert_10stnd_1ch_0119	prAkqwika vanaspawi, vanya jIvana, mAnava jIvana, ArWika kriyAez, parivahana waWA saMcAra vyavasWAez BUmi para hI AXAriwa hEM.	(hE_1:TAM(0_hE_1):k1(waWA_1:attr_gen(f):attr_num(pl):attr_per(a):ccof(parivahana_1:mod(prAkqwika_1):pof__cn(vanaspawi_1:attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(vanya_1):pof__cn(jIvana_1):pof__cn(mAnava_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(ArWika_1):pof__cn(kriyA_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(saMcAra_1+vyavasWA_1:attr_gen(m):attr_num(sg):attr_per(a))):k7p(BUmi_1:lwg__rp(hI_1)):mod(AXAriwa_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
56	Hin_Geo_ncert_10stnd_1ch_0120	paraMwu BUmi eka sImiwa saMsAXana hE, isalie upalabXa BUmi kA viBinna uxxeSyoM ke lie upayoga sAvaXAnI Ora yojanAbaxXa warIke se honA cAhie.	(paraMwu_1:ccof(hE_1-0_hE_1-0_hE_1:attr_gen(m):attr_num(sg):attr_per(a):k1s(saMsAXana_1:card(eka_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(sImiwa_1))):CLAUSE_TYPE(affirmative))
57	Hin_Geo_ncert_10stnd_1ch_0121	BArawa meM BUmi para viBinna prakAra kI BU-AkqwiyAz jEse parvawa, paTAra, mExAna Ora xvIpa pAe jAwe hEM.	(pA_1:TAM(wA_hE_1):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k7p(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a)):vmod(BUAkqwiyAz_1:r6(prakAra_1:attr_gen(m):attr_num(sg):attr_per(a):mod(viBinna_1))):k1(Ora_1:ccof(mExAna:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(parvawa_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(paTAra_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(xvIpa_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
58	Hin_Geo_ncert_10stnd_1ch_0123	parvawa pUre BU-kRewra ke 30 prawiSawa BAga para viswqwa hEM.	(hE_1:TAM(0_hE_1):k1(parvawa_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(prawiSawa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BUkRewra_1:mod(pUrA_1)):card(30_1)):k7(BAga_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(viswqwa_1):CLAUSE_TYPE(affirmative))
59	Hin_Geo_ncert_10stnd_1ch_0125	xeSa ke kRewraPala kA lagaBaga 27 prawiSawa hissA paTArI kRewra hE.	(hE_1:TAM(0_hE_1):k1(hissA_1:attr_gen(m):attr_num(sg):attr_per(a):r6(kRewraPala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a))):nmod__adj(prawiSawa_1:attr_gen(m):attr_num(sg):attr_per(a):card(27_1:lwg__rp(lagaBaga_1)))):k1s(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(paTArI)):CLAUSE_TYPE(affirmative))
60	Hin_Geo_ncert_10stnd_1ch_0128	BU-saMsAXanoM kA upayoga nimnaliKiwa uxxeSyoM se kiyA jAwA hE.	(upayoga+kara_1:TAM(wA_hE_1):r6(BUsaMsAXanoM_1):adv(uxxeSya_1:attr_gen(m):attr_num(pl):attr_per(a):mod(nimnaliKiwa_1)):CLAUSE_TYPE(affirmative))
61	Hin_Geo_ncert_10stnd_1ch_0129	kqRi ke lie anupalabXa BUmi.	(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a):mod(anupalabXa_1):CLAUSE_TYPE(affirmative))
62	Hin_Geo_ncert_10stnd_1ch_0131	gEra-kqRi prayojanoM meM lagAI gaI BUmi - jEse imAraweM, sadZaka, uxyoga iwyAxi.	(sadZaka_1+uxyoga_1:lwg__rp(iwyAxi_1):CLAUSE_TYPE(affirmative))
63	Hin_Geo_ncert_10stnd_1ch_0132	parawI BUmi ke awirikwa anya kqRi ayogya BUmi.	(BUmi_1:pof__cn(parawA_1):nmod(kqRi_1:mod(awirikwa_1:attr_gen(f):attr_num(sg):attr_per(a):mod(anya_1))):mod(ayogya_1):CLAUSE_TYPE(affirmative))
64	Hin_Geo_ncert_10stnd_1ch_0133	sWAyI carAgAheM waWA anya gocara BUmi.	(waWA_1:ccof(carAgAheM_1:mod(sWAyI_1)):ccof(gocara_1+BUmi_1:mod(anya_1)):CLAUSE_TYPE(affirmative))
65	Hin_Geo_ncert_10stnd_1ch_0134	viviXa vqkRoM, vqkRa PasaloM, waWA upavanoM ke aXIna BUmi (jo SuxXa boe gae kRewra meM SAmila nahIM hE).	(hE_1:TAM(0_hE_1):k1(vqkRa_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(vqkRa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(viviXa_1)):k7(waWA_1:ccof(Pasala_1:attr_gen(f):attr_num(pl):attr_per(a)):ccof(upavana_1:attr_gen(m):attr_num(pl):attr_per(a))):k1(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(SuxXa_1:nmod__adj(jo:attr_gen(-):attr_num(sg):attr_per(a))):k7(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(bo_1-yA_1-yA_1)):mod(SAmila_1):neg(nahIM_1):CLAUSE_TYPE(negative))
66	Hin_Geo_ncert_10stnd_1ch_0135	kqRi yogya baMjara BUmi jahAz pAzca se aXika varRoM se KewI na kI gaI ho.	(KewI+kara_1:TAM(yA_gayA_hE_1):k2(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a):mod(yogya_1:mod(kqRi_1)):mod(baMjara_1:attr_gen(m):attr_num(sg):attr_per(a))):k7p(jahAz):k7t(varRa_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(aXika_1:card(pAzca_1))):neg(na_1):CLAUSE_TYPE(affirmative))
67	Hin_Geo_ncert_10stnd_1ch_0136	parawI BUmi.	(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(parawA_1):CLAUSE_TYPE(affirmative))
68	Hin_Geo_ncert_10stnd_1ch_0137	varwamAna parawI (jahAz eka kqRi varRa yA usase kama samaya se KewI na kI gaI ho).	(KewI+kara_1:TAM(yA_gayA_hE_1):k2(parawI_1:attr_gen(f):attr_num(sg):attr_per(a):mod(varwamAna_1)):k7p(jahAz):adv(yA_1:ccof(kqRi_1+varRa_1:card(eka_1))):rh(vaha:attr_gen(-):attr_num(sg):attr_per(a)):k7t(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(kama_1)):neg(na_1):CLAUSE_TYPE(affirmative))
69	Hin_Geo_ncert_10stnd_1ch_0138	varwamAna parawI BUmi ke awirikwa anya parawI BUmi yA purAwana parawI (jahAz 1 se 5 kqRi varRa se KewI na kI gaI ho).	(KewI+kara_1:TAM(yA_gayA_hE_1):k7(yA_1:ccof(parawA_1):ccof(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(parawA_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(BUmi_1:pof__cn(varwamAna_1)):ccof(parawA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(awirikwa_1:mod(anya_1:attr_gen(f):attr_num(sg):attr_per(a))):mod(purAwana_1))):k7p(jahAz):k7t(kqRi_1+varRa_1:card(1_1:attr_gen(f):attr_num(sg):attr_per(a)):card(5_1:attr_gen(f):attr_num(sg):attr_per(a))):neg(na_1):CLAUSE_TYPE(affirmative))
70	Hin_Geo_ncert_10stnd_1ch_0139	SuxXa (nivala) boyA gayA kRewra.	(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(bo_1-yA_gayA_1-yA_gayA_1:k2(nivala_1:mod(SuxXa_1))):CLAUSE_TYPE(affirmative))
71	Hin_Geo_ncert_10stnd_1ch_0143	BArawa kA kula BOgolika kRewraPala 32.8 lAKa varga kimI. hE.	(hE_1:TAM(0_hE_1):k1(kRewraPala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):nmod__adj(kula_1):mod(BOgolika_1)):k1s(kimI_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(varga_1:attr_gen(m):attr_num(sg):attr_per(a):card(lAKa_1:mod(328_1)))):CLAUSE_TYPE(affirmative))
72	Hin_Geo_ncert_10stnd_1ch_0146	sWAyI carAgAhoM ke aMwargawa BI BUmi kama huI hE.	(kama+ho_1:TAM(0_hE_1):rh(carAgAha_1:attr_gen(m):attr_num(pl):attr_per(a):mod(sWAyI_1):lwg__rp(BI_1)):k1(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
73	Hin_Geo_ncert_10stnd_1ch_0151	SuxXa (nivala) boye gae kRewra kA prawiSawa BI viBinna rAjyoM meM Binna-Binna hE.	(hE_1:TAM(0_hE_1):k1(prawiSawa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(bo_1-yA_1-yA_1:k2(nivala_1:mod(SuxXa_1)))):lwg__rp(BI_1)):k7p(rAjya_1:attr_gen(m):attr_num(pl):attr_per(a):mod(viBinna_1)):mod(BinnaBinna_1):CLAUSE_TYPE(affirmative))
74	Hin_Geo_ncert_10stnd_1ch_0153	ina rAjyoM meM SuxXa (nivala) boye gae kRewra ke kama anupAwa ke lie uwwaraxAyI kAraNoM ko jFAwa kIjie.	(jFAwa+kara_1:TAM(ie_1):rt(anupAwa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(bo_1-yA_1-yA_1:k7p(rAjya_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(yaha)):k2(nivala_1:mod(SuxXa_1)))):nmod__adj(kama_1)):k2(kAraNa_1:attr_gen(m):attr_num(pl):attr_per(a):mod(uwwaraxAyI_1)):CLAUSE_TYPE(affirmative))
75	Hin_Geo_ncert_10stnd_1ch_0154	hamAre xeSa meM rARtrIya vana nIwi (1952) xvArA nirXAriwa vanoM ke aMwargawa 33 prawiSawa BOgolika kRewra vAMCiwa hEM.	(hE_1:TAM(0_hE_1):k7p(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(speaker:attr_gen(-):attr_num(pl):attr_per(u))):k7a(vana_1:attr_gen(m):attr_num(pl):attr_per(a)):k1(nIwi:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(rARtrIya_1:attr_ne(org))):k1(1952):k7a(vana_1:attr_gen(m):attr_num(pl):attr_per(a):mod(nirXAriwa_1)):k1(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(prawiSawa_1:attr_gen(m):attr_num(sg):attr_per(a):card(33_1)):mod(BOgolika_1)):mod(vAMCiwa_1):CLAUSE_TYPE(affirmative))
76	Hin_Geo_ncert_10stnd_1ch_0155	jisakI wulanA meM vana ke aMwargawa kRewra kAPI kama hE.	(hE_1:TAM(0_hE_1):k7(jo:attr_gen(-):attr_num(sg):attr_per(a)):k7a(vana_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a)):k1s(kama_1:jjmod__intf(kAPI_1)):CLAUSE_TYPE(affirmative))
77	Hin_Geo_ncert_10stnd_1ch_0156	vana kRewroM ke Asa pAsa rahane vAle lAKoM logoM kI AjIvikA isa para nirBara karawI hE.	(nirBara+kara:TAM(wA_hE_1):k1(AjIvikA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(loga_1:attr_gen(m):attr_num(pl):attr_per(a):nmod(raha_1-yA_1-yA_1:k7(Asa_1:attr_gen(f):attr_num(sg):attr_per(a):r6(vana+kRewra_1))):card(lAKa_1))):k7(yaha:attr_gen(-):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
78	Hin_Geo_ncert_10stnd_1ch_0157	BU-upayoga kA eka BAga baMjara BUmi Ora xUsarA gEra-kqRi prayojanoM meM lagAI gaI BUmi kahalAwA hE.	(kahalA_1:TAM(wA_hE_1):attr_gen(f):attr_num(sg):attr_per(a):k1(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(BUmi_1:mod(baMjara_1:attr_gen(m):attr_num(sg):attr_per(a)):nmod__k2inv(lagA_1-yA_1-yA_1:attr_gen(m):attr_num(pl):attr_per(a):k2(BAga_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BUupayoga_1):card(eka_1)):k7(Ora_1:attr_gen(f):attr_num(sg):attr_per(a):ccof(prayojana_1:ord(xUsarA_1):mod(gErakqRi_1))))):CLAUSE_TYPE(affirmative))
79	Hin_Geo_ncert_10stnd_1ch_0160	isake kAraNa samAja Ora paryAvaraNa para gaMBIra ApaxA A sakawI hE.	(A_1:TAM(0_sakawA_hE_1):rh(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k1(Ora_1:ccof(samAja_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(paryAvaraNa_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(ApaxA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(gaMBIra_1:attr_ne(per))):CLAUSE_TYPE(affirmative))
80	Hin_Geo_ncert_10stnd_1ch_0161	BUmi nimnIkaraNa Ora saMrakRaNa upAya.	(Ora_1:ccof(BUmi_1+nimnIkaraNa_1):ccof(saMrakRaNa_1+upAya_1):CLAUSE_TYPE(affirmative))
81	Hin_Geo_ncert_10stnd_1ch_0163	hama Bojana, makAna Ora kapadZe kI apanI mUla AvaSyakawAoM kA 95 prawiSawa BAga BUmi se prApwa karawe hEM.	(prApwa+kara_1:TAM(wA_hE_1):k1(speaker:attr_gen(-):attr_num(pl):attr_per(u)):k2(prawiSawa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(AvaSyakawA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(Ora_1:ccof(Bojana_1+makAna_1):ccof(kapadZA_1)):r6(apanA:attr_gen(-):attr_num(sg):attr_per(u)):mod(mUla_1)):card(95_1)):k5(BAga_1+BUmi_1):CLAUSE_TYPE(affirmative))
82	Hin_Geo_ncert_10stnd_1ch_0165	isa samaya BArawa meM lagaBaga 13 karodZa hekteyara BUmi nimnIkqwa hE.	(hE_1:TAM(0_hE_1):k7t(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(hekteyara_1:attr_gen(m):attr_num(sg):attr_per(a):card(karodZa_1:lwg__rp(lagaBaga_1):mod(13_1))):mod(BUmi_1+nimnIkqwa_1):CLAUSE_TYPE(affirmative))
83	Hin_Geo_ncert_10stnd_1ch_0168	Kanana ke uparAMwa KaxAnoM vAle sWAnoM ko gaharI KAiyoM Ora malabe ke sAWa KulA CodZa xiyA jAwA hE.	(KulA+CodZa:TAM(wA_hE_1):k7a(Kanana_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(sWAna_1:attr_gen(m):attr_num(pl):attr_per(a):nmod(KaxAna_1:attr_gen(f):attr_num(pl):attr_per(a))):k2(Ora_1:ccof(KAI_1:attr_gen(f):attr_num(pl):attr_per(a):mod(gaharA_1)):ccof(malabA_1:attr_gen(m):attr_num(pl):attr_per(a))):CLAUSE_TYPE(affirmative))
84	Hin_Geo_ncert_10stnd_1ch_0169	Kanana ke kAraNa JAraKaMda, CawwIsagaDZa, maXya praxeSa Ora udZIsA jEse rAjyoM meM vanonmUlana BUmi nimnIkaraNa kA kAraNa banA hE.	(banA_1:TAM(nA_hE_1):rh(Kanana_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(kAraNa_1):k7p(rAjya_1:r6(Ora_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(praxeSa:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(JAraKaMda_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(CawwIsagaDZa_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(maXya_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):ccof(udZIsA))):k1(kAraNa_1):CLAUSE_TYPE(affirmative))
85	Hin_Geo_ncert_10stnd_1ch_0170	gujarAwa, rAjasWAna, maXya praxeSa Ora mahArARtra meM awi paSucAraNa BUmi nimnIkaraNa kA muKya kAraNa hE.	(hE_1:TAM(0_hE_1):k7p(gujarAwa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k7p(Ora_1:ccof(praxeSa:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(rAjasWAna_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(maXya_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):ccof(mahArARtra:attr_gen(m):attr_num(sg):attr_per(a))):k1(kAraNa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(muKya_1)):CLAUSE_TYPE(affirmative))
86	Hin_Geo_ncert_10stnd_1ch_0171	paMjAba, hariyANA Ora paScimI uwwara praxeSa jEse rAjyoM meM aXika siMcAI BUmi nimnIkaraNa ke lie uwwaraxAyI hE.	(hE_1:TAM(0_hE_1):k7p(rAjya_1:attr_gen(m):attr_num(pl):attr_per(a):r6(Ora_1:attr_ne(loc):ccof(hariyANA:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(paMjAba_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):ccof(praxeSa:attr_gen(m):attr_num(sg):attr_per(a):mod(paScimI_1):pof__cn(uwwara_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))))):mod(uwwaraxAyI_1):CLAUSE_TYPE(affirmative))
87	Hin_Geo_ncert_10stnd_1ch_0175	piCale kuCa varRoM se xeSa ke viBinna BAgoM meM Oxyogika jala nikAsa se bAhara Ane vAlA apaSiRta paxArWa BUmi Ora jala praxURaNa kA muKya srowa hE.	(hE_1:TAM(0_hE_1):k7t(varRa_1:attr_gen(m):attr_num(pl):attr_per(a):mod(piCalA_1:attr_ne(org)):nmod__adj(kuCa_1)):k1(apaSiRta_1+paxArWa_1:nmod(A_1-yA_1-yA_1:k7p(BAga_1:attr_gen(m):attr_num(pl):attr_per(a):r6(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(viBinna_1)):k7(nikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(Oxyogika_1:attr_ne(org))))):k1s(srowa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Ora_1:ccof(BUmi_1:attr_gen(f):attr_num(sg):attr_per(a))):mod(muKya_1)):CLAUSE_TYPE(affirmative))
88	Hin_Geo_ncert_10stnd_1ch_0176	BUmi nimnIkaraNa kI samasyAoM ko sulaJAne ke kaI warIke hEM.	(hE_1:TAM(0_hE_1):k1(warIkA_1:attr_gen(m):attr_num(pl):attr_per(a):r6(sulaJA_1-yA_1-yA_1:k2(samasyA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(BUmi_1+nimnIkaraNa_1))):nmod__adj(kaI_1)):CLAUSE_TYPE(affirmative))
89	Hin_Geo_ncert_10stnd_1ch_0177	vanAropaNa Ora carAgAhoM kA uciwa prabaMXana isameM kuCa haxa waka maxaxa kara sakawe hEM.	(maxaxa+kara_1:TAM(0_sakawA_hE_1):k1(prabaMXana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Ora_1:ccof(vanAropaNa_1):ccof(carAgAha_1:attr_gen(m):attr_num(pl):attr_per(a))):mod(uciwa_1)):k7(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k7t(haxa_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(kuCa_1)):CLAUSE_TYPE(affirmative))
90	Hin_Geo_ncert_10stnd_1ch_0180	mqxA saMsAXana.	(saMsAXana_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(mqxA_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
91	Hin_Geo_ncert_10stnd_1ch_0181	mittIaWavA mqxA sabase mahawwvapUrNa navIkaraNa yogya prAkqwika saMsAXana hE.	(hE_1:TAM(0_hE_1):k1(mqxA_1:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(mittIaWavA_1)):k1s(navIkaraNa_1+saMsAXana_1:mod(mahawwvapUrNa_1:jjmod__intf(sabasA_1)):mod(yogya_1:mod(prAkqwika_1:attr_ne(org)))):CLAUSE_TYPE(affirmative))
92	Hin_Geo_ncert_10stnd_1ch_0183	mqxA eka jIvaMwa waMwra hE.	(hE_1:TAM(0_hE_1):k1(mqxA_1:attr_gen(f):attr_num(sg):attr_per(a)):k1s(waMwra_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(jIvaMwa_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
93	Hin_Geo_ncert_10stnd_1ch_0184	kuCa seMtImItara gaharI mqxA banane meM lAKoM varRa laga jAwe hEM.	(laga_1:TAM(wA_hE_1):k1(seMtImItara_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(kuCa_1)):k7(bana_1-yA_1-yA_1:k2(mqxA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(gaharA_1))):k1(varRa_1:attr_gen(m):attr_num(sg):attr_per(a):card(lAKa_1)):CLAUSE_TYPE(affirmative))
94	Hin_Geo_ncert_10stnd_1ch_0185	mqxA banane kI prakriyA meM uccAvaca, janaka SEla aWavA saMswara SEla, jalavAyu, vanaspawi Ora anya jEva paxArWa Ora samaya muKya kAraka hEM.	(Ora_1:ccof(aWavA_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(vanaspawi_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(SEla_1:attr_gen(m):attr_num(sg):attr_per(a)):nmod(saMswara_1):pof__cn(SEla_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(uccAvaca):pof__cn(janaka_1:attr_gen(m):attr_num(sg):attr_per(a))):pof__cn(jalavAyu_1:attr_gen(m):attr_num(sg):attr_per(a)))):ccof(jEva_1+paxArWa_1:mod(anya_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(hE_1-0_hE_1-0_hE_1:k7t(samaya_1):k1s(kAraka_1:mod(muKya_1))):CLAUSE_TYPE(affirmative))
95	Hin_Geo_ncert_10stnd_1ch_0186	prakqwi ke anekoM wawwva jEse wApamAna parivarwana, bahawe jala kI kriyA, pavana, himanaxI Ora apaGatana kriyAez Axi mqxA banane kI prakriyA meM yogaxAna xewI hEM.	(yogaxAna+xe_1:TAM(wA_hE_1):k7(prakriyA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(bana_1-yA_1-yA_1:k1u(wawwva_1:attr_gen(m):attr_num(sg):attr_per(a):r6(prakqwi_1:attr_gen(f):attr_num(sg):attr_per(a)):nmod__adj(aneka_1)):k1(wApamAna_1):k1s(mqxA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(kriyA_1:attr_gen(f):attr_num(pl):attr_per(a)):r6(kriyA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(jala_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k1inv(parivarwana+baha-yA_1)):r6(Ora_1:ccof(himanaxI:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(pavana_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(apaGatana_1:attr_gen(m):attr_num(sg):attr_per(a))):lwg__rp(Axi_1))))):CLAUSE_TYPE(affirmative))
96	Hin_Geo_ncert_10stnd_1ch_0187	mqxA meM hone vAle rAsAyanika Ora jEvika parivarwana BI mahawwvapUrNa hEM.	(hE_1:TAM(0_hE_1):k1(parivarwana_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(ho_1-yA_1-yA_1:k7(mqxA_1:attr_gen(f):attr_num(sg):attr_per(a))):nmod(Ora_1:mod(rAsAyanika_1):mod(jEvika_1)):lwg__rp(BI_1)):mod(mahawwvapUrNa_1):CLAUSE_TYPE(affirmative))
